Date,Product_ID,Product_Name,Quantity sold,GDP,Inflation,Campaign_Active,Promotion_Active,Holiday,Special_Event,Temperature,Precipitation
04-01-2023,7,Traditional Ethnic Dress,73,1514.064058,3.609067945,0,0,0,0,72.37306117,0.920792757
04-01-2023,8,Maternity Nursing Dress,21,1514.064058,3.609067945,0,0,0,0,72.37306117,0.920792757
04-01-2023,9,Sporty Athleisure Dress,66,1514.064058,3.609067945,0,0,0,0,72.37306117,0.920792757
04-01-2023,10,Customizable Dress,89,1514.064058,3.609067945,0,0,0,0,72.37306117,0.920792757
05-01-2023,1,Floral Sundress,46,1795.528257,1.864056503,0,1,0,0,88.80666154,0.697685307
05-01-2023,2,Evening Gown,73,1795.528257,1.864056503,0,1,0,0,88.80666154,0.697685307
05-01-2023,3,Business Casual Dress,69,1795.528257,1.864056503,0,1,0,0,88.80666154,0.697685307
05-01-2023,4,Sequin Party Dress,69,1795.528257,1.864056503,0,1,0,0,88.80666154,0.697685307
05-01-2023,5,Summer Maxi Dress,52,1795.528257,1.864056503,0,1,0,0,88.80666154,0.697685307
05-01-2023,6,Bridal Gown,36,1795.528257,1.864056503,0,1,0,0,88.80666154,0.697685307
05-01-2023,7,Traditional Ethnic Dress,78,1795.528257,1.864056503,0,1,0,0,88.80666154,0.697685307
05-01-2023,8,Maternity Nursing Dress,26,1795.528257,1.864056503,0,1,0,0,88.80666154,0.697685307
05-01-2023,9,Sporty Athleisure Dress,81,1795.528257,1.864056503,0,1,0,0,88.80666154,0.697685307
05-01-2023,10,Customizable Dress,15,1795.528257,1.864056503,0,1,0,0,88.80666154,0.697685307
06-01-2023,1,Floral Sundress,24,1586.45455,2.860779929,0,0,0,0,53.59354553,0.58188417
06-01-2023,2,Evening Gown,37,1586.45455,2.860779929,0,0,0,0,53.59354553,0.58188417
06-01-2023,3,Business Casual Dress,95,1586.45455,2.860779929,0,0,0,0,53.59354553,0.58188417
06-01-2023,4,Sequin Party Dress,48,1586.45455,2.860779929,0,0,0,0,53.59354553,0.58188417
06-01-2023,5,Summer Maxi Dress,40,1586.45455,2.860779929,0,0,0,0,53.59354553,0.58188417
06-01-2023,6,Bridal Gown,87,1586.45455,2.860779929,0,0,0,0,53.59354553,0.58188417
06-01-2023,7,Traditional Ethnic Dress,20,1586.45455,2.860779929,0,0,0,0,53.59354553,0.58188417
06-01-2023,8,Maternity Nursing Dress,79,1586.45455,2.860779929,0,0,0,0,53.59354553,0.58188417
06-01-2023,9,Sporty Athleisure Dress,65,1586.45455,2.860779929,0,0,0,0,53.59354553,0.58188417
06-01-2023,10,Customizable Dress,33,1586.45455,2.860779929,0,0,0,0,53.59354553,0.58188417
07-01-2023,1,Floral Sundress,73,1391.776829,2.468830125,0,1,0,0,70.36655699,0.352971852
07-01-2023,2,Evening Gown,65,1391.776829,2.468830125,0,1,0,0,70.36655699,0.352971852
07-01-2023,3,Business Casual Dress,70,1391.776829,2.468830125,0,1,0,0,70.36655699,0.352971852
07-01-2023,4,Sequin Party Dress,63,1391.776829,2.468830125,0,1,0,0,70.36655699,0.352971852
07-01-2023,5,Summer Maxi Dress,73,1391.776829,2.468830125,0,1,0,0,70.36655699,0.352971852
07-01-2023,6,Bridal Gown,40,1391.776829,2.468830125,0,1,0,0,70.36655699,0.352971852
07-01-2023,7,Traditional Ethnic Dress,80,1391.776829,2.468830125,0,1,0,0,70.36655699,0.352971852
07-01-2023,8,Maternity Nursing Dress,92,1391.776829,2.468830125,0,1,0,0,70.36655699,0.352971852
07-01-2023,9,Sporty Athleisure Dress,21,1391.776829,2.468830125,0,1,0,0,70.36655699,0.352971852
07-01-2023,10,Customizable Dress,99,1391.776829,2.468830125,0,1,0,0,70.36655699,0.352971852
08-01-2023,1,Floral Sundress,82,1903.038973,3.599113504,0,1,0,0,54.51638951,0.121474292
08-01-2023,2,Evening Gown,50,1903.038973,3.599113504,0,1,0,0,54.51638951,0.121474292
08-01-2023,3,Business Casual Dress,35,1903.038973,3.599113504,0,1,0,0,54.51638951,0.121474292
08-01-2023,4,Sequin Party Dress,25,1903.038973,3.599113504,0,1,0,0,54.51638951,0.121474292
08-01-2023,5,Summer Maxi Dress,65,1903.038973,3.599113504,0,1,0,0,54.51638951,0.121474292
08-01-2023,6,Bridal Gown,60,1903.038973,3.599113504,0,1,0,0,54.51638951,0.121474292
08-01-2023,7,Traditional Ethnic Dress,75,1903.038973,3.599113504,0,1,0,0,54.51638951,0.121474292
08-01-2023,8,Maternity Nursing Dress,86,1903.038973,3.599113504,0,1,0,0,54.51638951,0.121474292
08-01-2023,9,Sporty Athleisure Dress,19,1903.038973,3.599113504,0,1,0,0,54.51638951,0.121474292
08-01-2023,10,Customizable Dress,87,1903.038973,3.599113504,0,1,0,0,54.51638951,0.121474292
09-01-2023,1,Floral Sundress,60,1553.541285,4.788720896,0,1,0,0,78.83387367,0.52379369
09-01-2023,2,Evening Gown,79,1553.541285,4.788720896,0,1,0,0,78.83387367,0.52379369
09-01-2023,3,Business Casual Dress,81,1553.541285,4.788720896,0,1,0,0,78.83387367,0.52379369
09-01-2023,4,Sequin Party Dress,64,1553.541285,4.788720896,0,1,0,0,78.83387367,0.52379369
09-01-2023,5,Summer Maxi Dress,25,1553.541285,4.788720896,0,1,0,0,78.83387367,0.52379369
09-01-2023,6,Bridal Gown,92,1553.541285,4.788720896,0,1,0,0,78.83387367,0.52379369
09-01-2023,7,Traditional Ethnic Dress,67,1553.541285,4.788720896,0,1,0,0,78.83387367,0.52379369
09-01-2023,8,Maternity Nursing Dress,94,1553.541285,4.788720896,0,1,0,0,78.83387367,0.52379369
09-01-2023,9,Sporty Athleisure Dress,41,1553.541285,4.788720896,0,1,0,0,78.83387367,0.52379369
09-01-2023,10,Customizable Dress,47,1553.541285,4.788720896,0,1,0,0,78.83387367,0.52379369
10-01-2023,1,Floral Sundress,57,1106.48555,2.431903378,1,0,0,0,82.17228661,0.933323238
10-01-2023,2,Evening Gown,64,1106.48555,2.431903378,1,0,0,0,82.17228661,0.933323238
10-01-2023,3,Business Casual Dress,36,1106.48555,2.431903378,1,0,0,0,82.17228661,0.933323238
10-01-2023,4,Sequin Party Dress,39,1106.48555,2.431903378,1,0,0,0,82.17228661,0.933323238
10-01-2023,5,Summer Maxi Dress,51,1106.48555,2.431903378,1,0,0,0,82.17228661,0.933323238
10-01-2023,6,Bridal Gown,81,1106.48555,2.431903378,1,0,0,0,82.17228661,0.933323238
10-01-2023,7,Traditional Ethnic Dress,43,1106.48555,2.431903378,1,0,0,0,82.17228661,0.933323238
10-01-2023,8,Maternity Nursing Dress,82,1106.48555,2.431903378,1,0,0,0,82.17228661,0.933323238
10-01-2023,9,Sporty Athleisure Dress,11,1106.48555,2.431903378,1,0,0,0,82.17228661,0.933323238
10-01-2023,10,Customizable Dress,29,1106.48555,2.431903378,1,0,0,0,82.17228661,0.933323238
11-01-2023,1,Floral Sundress,51,1201.939112,4.57773552,0,0,0,0,85.0378692,0.245763591
11-01-2023,2,Evening Gown,79,1201.939112,4.57773552,0,0,0,0,85.0378692,0.245763591
11-01-2023,3,Business Casual Dress,28,1201.939112,4.57773552,0,0,0,0,85.0378692,0.245763591
11-01-2023,4,Sequin Party Dress,41,1201.939112,4.57773552,0,0,0,0,85.0378692,0.245763591
11-01-2023,5,Summer Maxi Dress,90,1201.939112,4.57773552,0,0,0,0,85.0378692,0.245763591
11-01-2023,6,Bridal Gown,94,1201.939112,4.57773552,0,0,0,0,85.0378692,0.245763591
11-01-2023,7,Traditional Ethnic Dress,98,1201.939112,4.57773552,0,0,0,0,85.0378692,0.245763591
11-01-2023,8,Maternity Nursing Dress,69,1201.939112,4.57773552,0,0,0,0,85.0378692,0.245763591
11-01-2023,9,Sporty Athleisure Dress,65,1201.939112,4.57773552,0,0,0,0,85.0378692,0.245763591
11-01-2023,10,Customizable Dress,70,1201.939112,4.57773552,0,0,0,0,85.0378692,0.245763591
12-01-2023,1,Floral Sundress,45,1547.628112,4.459740766,1,1,0,0,87.32935287,0.293260178
12-01-2023,2,Evening Gown,60,1547.628112,4.459740766,1,1,0,0,87.32935287,0.293260178
12-01-2023,3,Business Casual Dress,57,1547.628112,4.459740766,1,1,0,0,87.32935287,0.293260178
12-01-2023,4,Sequin Party Dress,66,1547.628112,4.459740766,1,1,0,0,87.32935287,0.293260178
12-01-2023,5,Summer Maxi Dress,35,1547.628112,4.459740766,1,1,0,0,87.32935287,0.293260178
12-01-2023,6,Bridal Gown,16,1547.628112,4.459740766,1,1,0,0,87.32935287,0.293260178
12-01-2023,7,Traditional Ethnic Dress,54,1547.628112,4.459740766,1,1,0,0,87.32935287,0.293260178
12-01-2023,8,Maternity Nursing Dress,81,1547.628112,4.459740766,1,1,0,0,87.32935287,0.293260178
12-01-2023,9,Sporty Athleisure Dress,15,1547.628112,4.459740766,1,1,0,0,87.32935287,0.293260178
12-01-2023,10,Customizable Dress,49,1547.628112,4.459740766,1,1,0,0,87.32935287,0.293260178
13-01-2023,1,Floral Sundress,22,1562.354207,4.94374915,0,1,0,0,52.20991021,0.967048568
13-01-2023,2,Evening Gown,83,1562.354207,4.94374915,0,1,0,0,52.20991021,0.967048568
13-01-2023,3,Business Casual Dress,31,1562.354207,4.94374915,0,1,0,0,52.20991021,0.967048568
13-01-2023,4,Sequin Party Dress,21,1562.354207,4.94374915,0,1,0,0,52.20991021,0.967048568
13-01-2023,5,Summer Maxi Dress,69,1562.354207,4.94374915,0,1,0,0,52.20991021,0.967048568
13-01-2023,6,Bridal Gown,79,1562.354207,4.94374915,0,1,0,0,52.20991021,0.967048568
13-01-2023,7,Traditional Ethnic Dress,48,1562.354207,4.94374915,0,1,0,0,52.20991021,0.967048568
13-01-2023,8,Maternity Nursing Dress,46,1562.354207,4.94374915,0,1,0,0,52.20991021,0.967048568
13-01-2023,9,Sporty Athleisure Dress,62,1562.354207,4.94374915,0,1,0,0,52.20991021,0.967048568
13-01-2023,10,Customizable Dress,55,1562.354207,4.94374915,0,1,0,0,52.20991021,0.967048568
14-01-2023,1,Floral Sundress,46,1176.422109,4.470533912,0,1,0,0,76.09535082,0.566672023
14-01-2023,2,Evening Gown,26,1176.422109,4.470533912,0,1,0,0,76.09535082,0.566672023
14-01-2023,3,Business Casual Dress,19,1176.422109,4.470533912,0,1,0,0,76.09535082,0.566672023
14-01-2023,4,Sequin Party Dress,12,1176.422109,4.470533912,0,1,0,0,76.09535082,0.566672023
14-01-2023,5,Summer Maxi Dress,48,1176.422109,4.470533912,0,1,0,0,76.09535082,0.566672023
14-01-2023,6,Bridal Gown,98,1176.422109,4.470533912,0,1,0,0,76.09535082,0.566672023
14-01-2023,7,Traditional Ethnic Dress,37,1176.422109,4.470533912,0,1,0,0,76.09535082,0.566672023
14-01-2023,8,Maternity Nursing Dress,70,1176.422109,4.470533912,0,1,0,0,76.09535082,0.566672023
14-01-2023,9,Sporty Athleisure Dress,30,1176.422109,4.470533912,0,1,0,0,76.09535082,0.566672023
14-01-2023,10,Customizable Dress,55,1176.422109,4.470533912,0,1,0,0,76.09535082,0.566672023
15-01-2023,1,Floral Sundress,53,1082.41271,2.993213544,1,1,0,0,87.24936268,0.298495952
15-01-2023,2,Evening Gown,68,1082.41271,2.993213544,1,1,0,0,87.24936268,0.298495952
15-01-2023,3,Business Casual Dress,66,1082.41271,2.993213544,1,1,0,0,87.24936268,0.298495952
15-01-2023,4,Sequin Party Dress,84,1082.41271,2.993213544,1,1,0,0,87.24936268,0.298495952
15-01-2023,5,Summer Maxi Dress,52,1082.41271,2.993213544,1,1,0,0,87.24936268,0.298495952
15-01-2023,6,Bridal Gown,14,1082.41271,2.993213544,1,1,0,0,87.24936268,0.298495952
15-01-2023,7,Traditional Ethnic Dress,90,1082.41271,2.993213544,1,1,0,0,87.24936268,0.298495952
15-01-2023,8,Maternity Nursing Dress,37,1082.41271,2.993213544,1,1,0,0,87.24936268,0.298495952
15-01-2023,9,Sporty Athleisure Dress,32,1082.41271,2.993213544,1,1,0,0,87.24936268,0.298495952
15-01-2023,10,Customizable Dress,70,1082.41271,2.993213544,1,1,0,0,87.24936268,0.298495952
16-01-2023,1,Floral Sundress,99,1559.213119,4.090554212,0,1,0,0,67.86165576,0.199006459
16-01-2023,2,Evening Gown,65,1559.213119,4.090554212,0,1,0,0,67.86165576,0.199006459
16-01-2023,3,Business Casual Dress,37,1559.213119,4.090554212,0,1,0,0,67.86165576,0.199006459
16-01-2023,4,Sequin Party Dress,59,1559.213119,4.090554212,0,1,0,0,67.86165576,0.199006459
16-01-2023,5,Summer Maxi Dress,92,1559.213119,4.090554212,0,1,0,0,67.86165576,0.199006459
16-01-2023,6,Bridal Gown,15,1559.213119,4.090554212,0,1,0,0,67.86165576,0.199006459
16-01-2023,7,Traditional Ethnic Dress,81,1559.213119,4.090554212,0,1,0,0,67.86165576,0.199006459
16-01-2023,8,Maternity Nursing Dress,63,1559.213119,4.090554212,0,1,0,0,67.86165576,0.199006459
16-01-2023,9,Sporty Athleisure Dress,19,1559.213119,4.090554212,0,1,0,0,67.86165576,0.199006459
16-01-2023,10,Customizable Dress,85,1559.213119,4.090554212,0,1,0,0,67.86165576,0.199006459
17-01-2023,1,Floral Sundress,39,1100.314494,3.192899005,0,1,0,0,51.70091287,0.496817787
17-01-2023,2,Evening Gown,10,1100.314494,3.192899005,0,1,0,0,51.70091287,0.496817787
17-01-2023,3,Business Casual Dress,80,1100.314494,3.192899005,0,1,0,0,51.70091287,0.496817787
17-01-2023,4,Sequin Party Dress,43,1100.314494,3.192899005,0,1,0,0,51.70091287,0.496817787
17-01-2023,5,Summer Maxi Dress,73,1100.314494,3.192899005,0,1,0,0,51.70091287,0.496817787
17-01-2023,6,Bridal Gown,77,1100.314494,3.192899005,0,1,0,0,51.70091287,0.496817787
17-01-2023,7,Traditional Ethnic Dress,31,1100.314494,3.192899005,0,1,0,0,51.70091287,0.496817787
17-01-2023,8,Maternity Nursing Dress,12,1100.314494,3.192899005,0,1,0,0,51.70091287,0.496817787
17-01-2023,9,Sporty Athleisure Dress,28,1100.314494,3.192899005,0,1,0,0,51.70091287,0.496817787
17-01-2023,10,Customizable Dress,82,1100.314494,3.192899005,0,1,0,0,51.70091287,0.496817787
18-01-2023,1,Floral Sundress,17,1835.321428,4.148666747,0,0,0,0,61.61857948,0.098527351
18-01-2023,2,Evening Gown,72,1835.321428,4.148666747,0,0,0,0,61.61857948,0.098527351
18-01-2023,3,Business Casual Dress,21,1835.321428,4.148666747,0,0,0,0,61.61857948,0.098527351
18-01-2023,4,Sequin Party Dress,50,1835.321428,4.148666747,0,0,0,0,61.61857948,0.098527351
18-01-2023,5,Summer Maxi Dress,83,1835.321428,4.148666747,0,0,0,0,61.61857948,0.098527351
18-01-2023,6,Bridal Gown,81,1835.321428,4.148666747,0,0,0,0,61.61857948,0.098527351
18-01-2023,7,Traditional Ethnic Dress,38,1835.321428,4.148666747,0,0,0,0,61.61857948,0.098527351
18-01-2023,8,Maternity Nursing Dress,13,1835.321428,4.148666747,0,0,0,0,61.61857948,0.098527351
18-01-2023,9,Sporty Athleisure Dress,24,1835.321428,4.148666747,0,0,0,0,61.61857948,0.098527351
18-01-2023,10,Customizable Dress,39,1835.321428,4.148666747,0,0,0,0,61.61857948,0.098527351
19-01-2023,1,Floral Sundress,50,1330.804566,3.765010958,0,1,0,0,53.33086496,0.051203286
19-01-2023,2,Evening Gown,32,1330.804566,3.765010958,0,1,0,0,53.33086496,0.051203286
19-01-2023,3,Business Casual Dress,18,1330.804566,3.765010958,0,1,0,0,53.33086496,0.051203286
19-01-2023,4,Sequin Party Dress,23,1330.804566,3.765010958,0,1,0,0,53.33086496,0.051203286
19-01-2023,5,Summer Maxi Dress,65,1330.804566,3.765010958,0,1,0,0,53.33086496,0.051203286
19-01-2023,6,Bridal Gown,19,1330.804566,3.765010958,0,1,0,0,53.33086496,0.051203286
19-01-2023,7,Traditional Ethnic Dress,13,1330.804566,3.765010958,0,1,0,0,53.33086496,0.051203286
19-01-2023,8,Maternity Nursing Dress,98,1330.804566,3.765010958,0,1,0,0,53.33086496,0.051203286
19-01-2023,9,Sporty Athleisure Dress,28,1330.804566,3.765010958,0,1,0,0,53.33086496,0.051203286
19-01-2023,10,Customizable Dress,57,1330.804566,3.765010958,0,1,0,0,53.33086496,0.051203286
20-01-2023,1,Floral Sundress,37,1745.902302,4.044337853,1,0,0,0,56.89728409,0.073234361
20-01-2023,2,Evening Gown,33,1745.902302,4.044337853,1,0,0,0,56.89728409,0.073234361
20-01-2023,3,Business Casual Dress,98,1745.902302,4.044337853,1,0,0,0,56.89728409,0.073234361
20-01-2023,4,Sequin Party Dress,14,1745.902302,4.044337853,1,0,0,0,56.89728409,0.073234361
20-01-2023,5,Summer Maxi Dress,49,1745.902302,4.044337853,1,0,0,0,56.89728409,0.073234361
20-01-2023,6,Bridal Gown,99,1745.902302,4.044337853,1,0,0,0,56.89728409,0.073234361
20-01-2023,7,Traditional Ethnic Dress,74,1745.902302,4.044337853,1,0,0,0,56.89728409,0.073234361
20-01-2023,8,Maternity Nursing Dress,22,1745.902302,4.044337853,1,0,0,0,56.89728409,0.073234361
20-01-2023,9,Sporty Athleisure Dress,14,1745.902302,4.044337853,1,0,0,0,56.89728409,0.073234361
20-01-2023,10,Customizable Dress,82,1745.902302,4.044337853,1,0,0,0,56.89728409,0.073234361
21-01-2023,1,Floral Sundress,68,1127.201082,4.094109088,1,1,0,0,87.93501004,0.088405358
21-01-2023,2,Evening Gown,59,1127.201082,4.094109088,1,1,0,0,87.93501004,0.088405358
21-01-2023,3,Business Casual Dress,27,1127.201082,4.094109088,1,1,0,0,87.93501004,0.088405358
21-01-2023,4,Sequin Party Dress,54,1127.201082,4.094109088,1,1,0,0,87.93501004,0.088405358
21-01-2023,5,Summer Maxi Dress,18,1127.201082,4.094109088,1,1,0,0,87.93501004,0.088405358
21-01-2023,6,Bridal Gown,83,1127.201082,4.094109088,1,1,0,0,87.93501004,0.088405358
21-01-2023,7,Traditional Ethnic Dress,97,1127.201082,4.094109088,1,1,0,0,87.93501004,0.088405358
21-01-2023,8,Maternity Nursing Dress,74,1127.201082,4.094109088,1,1,0,0,87.93501004,0.088405358
21-01-2023,9,Sporty Athleisure Dress,32,1127.201082,4.094109088,1,1,0,0,87.93501004,0.088405358
21-01-2023,10,Customizable Dress,43,1127.201082,4.094109088,1,1,0,0,87.93501004,0.088405358
22-01-2023,1,Floral Sundress,47,1147.541976,1.03825966,1,0,0,0,54.96345701,0.803078915
22-01-2023,2,Evening Gown,12,1147.541976,1.03825966,1,0,0,0,54.96345701,0.803078915
22-01-2023,3,Business Casual Dress,65,1147.541976,1.03825966,1,0,0,0,54.96345701,0.803078915
22-01-2023,4,Sequin Party Dress,36,1147.541976,1.03825966,1,0,0,0,54.96345701,0.803078915
22-01-2023,5,Summer Maxi Dress,19,1147.541976,1.03825966,1,0,0,0,54.96345701,0.803078915
22-01-2023,6,Bridal Gown,20,1147.541976,1.03825966,1,0,0,0,54.96345701,0.803078915
22-01-2023,7,Traditional Ethnic Dress,92,1147.541976,1.03825966,1,0,0,0,54.96345701,0.803078915
22-01-2023,8,Maternity Nursing Dress,70,1147.541976,1.03825966,1,0,0,0,54.96345701,0.803078915
22-01-2023,9,Sporty Athleisure Dress,31,1147.541976,1.03825966,1,0,0,0,54.96345701,0.803078915
22-01-2023,10,Customizable Dress,10,1147.541976,1.03825966,1,0,0,0,54.96345701,0.803078915
23-01-2023,1,Floral Sundress,25,1927.430942,2.072167633,1,0,0,0,53.01396662,0.326090398
23-01-2023,2,Evening Gown,42,1927.430942,2.072167633,1,0,0,0,53.01396662,0.326090398
23-01-2023,3,Business Casual Dress,62,1927.430942,2.072167633,1,0,0,0,53.01396662,0.326090398
23-01-2023,4,Sequin Party Dress,43,1927.430942,2.072167633,1,0,0,0,53.01396662,0.326090398
23-01-2023,5,Summer Maxi Dress,96,1927.430942,2.072167633,1,0,0,0,53.01396662,0.326090398
23-01-2023,6,Bridal Gown,59,1927.430942,2.072167633,1,0,0,0,53.01396662,0.326090398
23-01-2023,7,Traditional Ethnic Dress,98,1927.430942,2.072167633,1,0,0,0,53.01396662,0.326090398
23-01-2023,8,Maternity Nursing Dress,95,1927.430942,2.072167633,1,0,0,0,53.01396662,0.326090398
23-01-2023,9,Sporty Athleisure Dress,34,1927.430942,2.072167633,1,0,0,0,53.01396662,0.326090398
23-01-2023,10,Customizable Dress,70,1927.430942,2.072167633,1,0,0,0,53.01396662,0.326090398
24-01-2023,1,Floral Sundress,43,1455.149431,2.944200141,1,1,0,0,65.17356509,0.457149318
24-01-2023,2,Evening Gown,80,1455.149431,2.944200141,1,1,0,0,65.17356509,0.457149318
24-01-2023,3,Business Casual Dress,17,1455.149431,2.944200141,1,1,0,0,65.17356509,0.457149318
24-01-2023,4,Sequin Party Dress,70,1455.149431,2.944200141,1,1,0,0,65.17356509,0.457149318
24-01-2023,5,Summer Maxi Dress,96,1455.149431,2.944200141,1,1,0,0,65.17356509,0.457149318
24-01-2023,6,Bridal Gown,42,1455.149431,2.944200141,1,1,0,0,65.17356509,0.457149318
24-01-2023,7,Traditional Ethnic Dress,90,1455.149431,2.944200141,1,1,0,0,65.17356509,0.457149318
24-01-2023,8,Maternity Nursing Dress,51,1455.149431,2.944200141,1,1,0,0,65.17356509,0.457149318
24-01-2023,9,Sporty Athleisure Dress,36,1455.149431,2.944200141,1,1,0,0,65.17356509,0.457149318
24-01-2023,10,Customizable Dress,27,1455.149431,2.944200141,1,1,0,0,65.17356509,0.457149318
25-01-2023,1,Floral Sundress,88,1162.183434,1.140810076,1,1,0,0,59.27063564,0.826562203
25-01-2023,2,Evening Gown,92,1162.183434,1.140810076,1,1,0,0,59.27063564,0.826562203
25-01-2023,3,Business Casual Dress,37,1162.183434,1.140810076,1,1,0,0,59.27063564,0.826562203
25-01-2023,4,Sequin Party Dress,93,1162.183434,1.140810076,1,1,0,0,59.27063564,0.826562203
25-01-2023,5,Summer Maxi Dress,70,1162.183434,1.140810076,1,1,0,0,59.27063564,0.826562203
25-01-2023,6,Bridal Gown,72,1162.183434,1.140810076,1,1,0,0,59.27063564,0.826562203
25-01-2023,7,Traditional Ethnic Dress,83,1162.183434,1.140810076,1,1,0,0,59.27063564,0.826562203
25-01-2023,8,Maternity Nursing Dress,78,1162.183434,1.140810076,1,1,0,0,59.27063564,0.826562203
25-01-2023,9,Sporty Athleisure Dress,97,1162.183434,1.140810076,1,1,0,0,59.27063564,0.826562203
25-01-2023,10,Customizable Dress,14,1162.183434,1.140810076,1,1,0,0,59.27063564,0.826562203
26-01-2023,1,Floral Sundress,32,1656.600777,3.343527992,0,1,0,0,53.72181358,0.212756779
26-01-2023,2,Evening Gown,75,1656.600777,3.343527992,0,1,0,0,53.72181358,0.212756779
26-01-2023,3,Business Casual Dress,69,1656.600777,3.343527992,0,1,0,0,53.72181358,0.212756779
26-01-2023,4,Sequin Party Dress,39,1656.600777,3.343527992,0,1,0,0,53.72181358,0.212756779
26-01-2023,5,Summer Maxi Dress,39,1656.600777,3.343527992,0,1,0,0,53.72181358,0.212756779
26-01-2023,6,Bridal Gown,62,1656.600777,3.343527992,0,1,0,0,53.72181358,0.212756779
26-01-2023,7,Traditional Ethnic Dress,69,1656.600777,3.343527992,0,1,0,0,53.72181358,0.212756779
26-01-2023,8,Maternity Nursing Dress,91,1656.600777,3.343527992,0,1,0,0,53.72181358,0.212756779
26-01-2023,9,Sporty Athleisure Dress,91,1656.600777,3.343527992,0,1,0,0,53.72181358,0.212756779
26-01-2023,10,Customizable Dress,52,1656.600777,3.343527992,0,1,0,0,53.72181358,0.212756779
27-01-2023,1,Floral Sundress,24,1096.843519,3.993673655,1,0,0,0,80.60840303,0.30113085
27-01-2023,2,Evening Gown,91,1096.843519,3.993673655,1,0,0,0,80.60840303,0.30113085
