Date,Product_ID,Product_Name,Quantity_Sold,GDP,Inflation,Campaign_Active,Promotion_Active,Holiday,Special_Event,Temperature,Precipitation
06-01-2023,7,Traditional Ethnic Dress,27,1249.68079,4.264644639,0,1,,,76.84121401,0.500181215
06-01-2023,8,Maternity Nursing Dress,21,1249.68079,4.264644639,0,1,,,76.84121401,0.500181215
06-01-2023,9,Sporty Athleisure Dress,11,1249.68079,4.264644639,0,1,,,76.84121401,0.500181215
06-01-2023,10,Customizable Dress,19,1249.68079,4.264644639,0,1,,,76.84121401,0.500181215
07-01-2023,1,Floral Sundress,13,1525.787359,2.475909769,0,1,,,71.08257979,0.842924126
07-01-2023,2,Evening Gown,23,1525.787359,2.475909769,0,1,,,71.08257979,0.842924126
07-01-2023,3,Business Casual Dress,25,1525.787359,2.475909769,0,1,,,71.08257979,0.842924126
07-01-2023,4,Sequin Party Dress,24,1525.787359,2.475909769,0,1,,,71.08257979,0.842924126
07-01-2023,5,Summer Maxi Dress,17,1525.787359,2.475909769,0,1,,,71.08257979,0.842924126
07-01-2023,6,Bridal Gown,23,1525.787359,2.475909769,0,1,,,71.08257979,0.842924126
07-01-2023,7,Traditional Ethnic Dress,17,1525.787359,2.475909769,0,1,,,71.08257979,0.842924126
07-01-2023,8,Maternity Nursing Dress,25,1525.787359,2.475909769,0,1,,,71.08257979,0.842924126
07-01-2023,9,Sporty Athleisure Dress,22,1525.787359,2.475909769,0,1,,,71.08257979,0.842924126
07-01-2023,10,Customizable Dress,27,1525.787359,2.475909769,0,1,,,71.08257979,0.842924126
08-01-2023,1,Floral Sundress,24,1684.221583,3.257300805,0,0,,,74.71550127,0.574536401
08-01-2023,2,Evening Gown,22,1684.221583,3.257300805,0,0,,,74.71550127,0.574536401
08-01-2023,3,Business Casual Dress,18,1684.221583,3.257300805,0,0,,,74.71550127,0.574536401
08-01-2023,4,Sequin Party Dress,24,1684.221583,3.257300805,0,0,,,74.71550127,0.574536401
08-01-2023,5,Summer Maxi Dress,22,1684.221583,3.257300805,0,0,,,74.71550127,0.574536401
08-01-2023,6,Bridal Gown,10,1684.221583,3.257300805,0,0,,,74.71550127,0.574536401
08-01-2023,7,Traditional Ethnic Dress,16,1684.221583,3.257300805,0,0,,,74.71550127,0.574536401
08-01-2023,8,Maternity Nursing Dress,18,1684.221583,3.257300805,0,0,,,74.71550127,0.574536401
08-01-2023,9,Sporty Athleisure Dress,10,1684.221583,3.257300805,0,0,,,74.71550127,0.574536401
08-01-2023,10,Customizable Dress,21,1684.221583,3.257300805,0,0,,,74.71550127,0.574536401
09-01-2023,1,Floral Sundress,17,1700.340418,1.877272904,0,1,,,50.34693113,0.622896656
09-01-2023,2,Evening Gown,20,1700.340418,1.877272904,0,1,,,50.34693113,0.622896656
09-01-2023,3,Business Casual Dress,28,1700.340418,1.877272904,0,1,,,50.34693113,0.622896656
09-01-2023,4,Sequin Party Dress,26,1700.340418,1.877272904,0,1,,,50.34693113,0.622896656
09-01-2023,5,Summer Maxi Dress,17,1700.340418,1.877272904,0,1,,,50.34693113,0.622896656
09-01-2023,6,Bridal Gown,12,1700.340418,1.877272904,0,1,,,50.34693113,0.622896656
09-01-2023,7,Traditional Ethnic Dress,12,1700.340418,1.877272904,0,1,,,50.34693113,0.622896656
09-01-2023,8,Maternity Nursing Dress,10,1700.340418,1.877272904,0,1,,,50.34693113,0.622896656
09-01-2023,9,Sporty Athleisure Dress,14,1700.340418,1.877272904,0,1,,,50.34693113,0.622896656
09-01-2023,10,Customizable Dress,19,1700.340418,1.877272904,0,1,,,50.34693113,0.622896656
10-01-2023,1,Floral Sundress,16,1606.469567,3.663639447,0,0,,,53.4905005,0.251676251
10-01-2023,2,Evening Gown,18,1606.469567,3.663639447,0,0,,,53.4905005,0.251676251
10-01-2023,3,Business Casual Dress,16,1606.469567,3.663639447,0,0,,,53.4905005,0.251676251
10-01-2023,4,Sequin Party Dress,18,1606.469567,3.663639447,0,0,,,53.4905005,0.251676251
10-01-2023,5,Summer Maxi Dress,17,1606.469567,3.663639447,0,0,,,53.4905005,0.251676251
10-01-2023,6,Bridal Gown,21,1606.469567,3.663639447,0,0,,,53.4905005,0.251676251
10-01-2023,7,Traditional Ethnic Dress,11,1606.469567,3.663639447,0,0,,,53.4905005,0.251676251
10-01-2023,8,Maternity Nursing Dress,10,1606.469567,3.663639447,0,0,,,53.4905005,0.251676251
10-01-2023,9,Sporty Athleisure Dress,25,1606.469567,3.663639447,0,0,,,53.4905005,0.251676251
10-01-2023,10,Customizable Dress,14,1606.469567,3.663639447,0,0,,,53.4905005,0.251676251
11-01-2023,1,Floral Sundress,12,1779.315511,3.606588595,1,0,,,89.87546572,0.186445708
11-01-2023,2,Evening Gown,21,1779.315511,3.606588595,1,0,,,89.87546572,0.186445708
11-01-2023,3,Business Casual Dress,17,1779.315511,3.606588595,1,0,,,89.87546572,0.186445708
11-01-2023,4,Sequin Party Dress,12,1779.315511,3.606588595,1,0,,,89.87546572,0.186445708
11-01-2023,5,Summer Maxi Dress,10,1779.315511,3.606588595,1,0,,,89.87546572,0.186445708
11-01-2023,6,Bridal Gown,12,1779.315511,3.606588595,1,0,,,89.87546572,0.186445708
11-01-2023,7,Traditional Ethnic Dress,14,1779.315511,3.606588595,1,0,,,89.87546572,0.186445708
11-01-2023,8,Maternity Nursing Dress,24,1779.315511,3.606588595,1,0,,,89.87546572,0.186445708
11-01-2023,9,Sporty Athleisure Dress,23,1779.315511,3.606588595,1,0,,,89.87546572,0.186445708
11-01-2023,10,Customizable Dress,12,1779.315511,3.606588595,1,0,,,89.87546572,0.186445708
12-01-2023,1,Floral Sundress,10,1306.724449,4.923606081,1,0,,,59.49234939,0.397507238
12-01-2023,2,Evening Gown,14,1306.724449,4.923606081,1,0,,,59.49234939,0.397507238
12-01-2023,3,Business Casual Dress,23,1306.724449,4.923606081,1,0,,,59.49234939,0.397507238
12-01-2023,4,Sequin Party Dress,16,1306.724449,4.923606081,1,0,,,59.49234939,0.397507238
12-01-2023,5,Summer Maxi Dress,18,1306.724449,4.923606081,1,0,,,59.49234939,0.397507238
12-01-2023,6,Bridal Gown,24,1306.724449,4.923606081,1,0,,,59.49234939,0.397507238
12-01-2023,7,Traditional Ethnic Dress,24,1306.724449,4.923606081,1,0,,,59.49234939,0.397507238
12-01-2023,8,Maternity Nursing Dress,19,1306.724449,4.923606081,1,0,,,59.49234939,0.397507238
12-01-2023,9,Sporty Athleisure Dress,22,1306.724449,4.923606081,1,0,,,59.49234939,0.397507238
12-01-2023,10,Customizable Dress,28,1306.724449,4.923606081,1,0,,,59.49234939,0.397507238
13-01-2023,1,Floral Sundress,16,1119.59474,3.751231486,0,0,,,73.78836625,0.89261132
13-01-2023,2,Evening Gown,26,1119.59474,3.751231486,0,0,,,73.78836625,0.89261132
13-01-2023,3,Business Casual Dress,29,1119.59474,3.751231486,0,0,,,73.78836625,0.89261132
13-01-2023,4,Sequin Party Dress,13,1119.59474,3.751231486,0,0,,,73.78836625,0.89261132
13-01-2023,5,Summer Maxi Dress,14,1119.59474,3.751231486,0,0,,,73.78836625,0.89261132
13-01-2023,6,Bridal Gown,16,1119.59474,3.751231486,0,0,,,73.78836625,0.89261132
13-01-2023,7,Traditional Ethnic Dress,22,1119.59474,3.751231486,0,0,,,73.78836625,0.89261132
13-01-2023,8,Maternity Nursing Dress,24,1119.59474,3.751231486,0,0,,,73.78836625,0.89261132
13-01-2023,9,Sporty Athleisure Dress,20,1119.59474,3.751231486,0,0,,,73.78836625,0.89261132
13-01-2023,10,Customizable Dress,13,1119.59474,3.751231486,0,0,,,73.78836625,0.89261132
14-01-2023,1,Floral Sundress,22,1676.569232,4.544233399,1,0,,,64.79131689,0.063753412
14-01-2023,2,Evening Gown,16,1676.569232,4.544233399,1,0,,,64.79131689,0.063753412
14-01-2023,3,Business Casual Dress,28,1676.569232,4.544233399,1,0,,,64.79131689,0.063753412
14-01-2023,4,Sequin Party Dress,11,1676.569232,4.544233399,1,0,,,64.79131689,0.063753412
14-01-2023,5,Summer Maxi Dress,19,1676.569232,4.544233399,1,0,,,64.79131689,0.063753412
14-01-2023,6,Bridal Gown,22,1676.569232,4.544233399,1,0,,,64.79131689,0.063753412
14-01-2023,7,Traditional Ethnic Dress,15,1676.569232,4.544233399,1,0,,,64.79131689,0.063753412
14-01-2023,8,Maternity Nursing Dress,21,1676.569232,4.544233399,1,0,,,64.79131689,0.063753412
14-01-2023,9,Sporty Athleisure Dress,21,1676.569232,4.544233399,1,0,,,64.79131689,0.063753412
14-01-2023,10,Customizable Dress,29,1676.569232,4.544233399,1,0,,,64.79131689,0.063753412
15-01-2023,1,Floral Sundress,20,1903.941093,4.079919361,1,0,,,73.78541836,0.48162213
15-01-2023,2,Evening Gown,16,1903.941093,4.079919361,1,0,,,73.78541836,0.48162213
15-01-2023,3,Business Casual Dress,10,1903.941093,4.079919361,1,0,,,73.78541836,0.48162213
15-01-2023,4,Sequin Party Dress,10,1903.941093,4.079919361,1,0,,,73.78541836,0.48162213
15-01-2023,5,Summer Maxi Dress,29,1903.941093,4.079919361,1,0,,,73.78541836,0.48162213
15-01-2023,6,Bridal Gown,22,1903.941093,4.079919361,1,0,,,73.78541836,0.48162213
15-01-2023,7,Traditional Ethnic Dress,18,1903.941093,4.079919361,1,0,,,73.78541836,0.48162213
15-01-2023,8,Maternity Nursing Dress,12,1903.941093,4.079919361,1,0,,,73.78541836,0.48162213
15-01-2023,9,Sporty Athleisure Dress,16,1903.941093,4.079919361,1,0,,,73.78541836,0.48162213
15-01-2023,10,Customizable Dress,15,1903.941093,4.079919361,1,0,,,73.78541836,0.48162213
16-01-2023,1,Floral Sundress,17,1458.222201,4.000241147,1,1,,,87.96578126,0.782489714
16-01-2023,2,Evening Gown,18,1458.222201,4.000241147,1,1,,,87.96578126,0.782489714
16-01-2023,3,Business Casual Dress,14,1458.222201,4.000241147,1,1,,,87.96578126,0.782489714
16-01-2023,4,Sequin Party Dress,10,1458.222201,4.000241147,1,1,,,87.96578126,0.782489714
16-01-2023,5,Summer Maxi Dress,28,1458.222201,4.000241147,1,1,,,87.96578126,0.782489714
16-01-2023,6,Bridal Gown,19,1458.222201,4.000241147,1,1,,,87.96578126,0.782489714
16-01-2023,7,Traditional Ethnic Dress,21,1458.222201,4.000241147,1,1,,,87.96578126,0.782489714
16-01-2023,8,Maternity Nursing Dress,24,1458.222201,4.000241147,1,1,,,87.96578126,0.782489714
16-01-2023,9,Sporty Athleisure Dress,18,1458.222201,4.000241147,1,1,,,87.96578126,0.782489714
16-01-2023,10,Customizable Dress,29,1458.222201,4.000241147,1,1,,,87.96578126,0.782489714
17-01-2023,1,Floral Sundress,26,1304.899494,2.26659693,1,1,,,68.72102664,0.909042274
17-01-2023,2,Evening Gown,26,1304.899494,2.26659693,1,1,,,68.72102664,0.909042274
17-01-2023,3,Business Casual Dress,29,1304.899494,2.26659693,1,1,,,68.72102664,0.909042274
17-01-2023,4,Sequin Party Dress,21,1304.899494,2.26659693,1,1,,,68.72102664,0.909042274
17-01-2023,5,Summer Maxi Dress,16,1304.899494,2.26659693,1,1,,,68.72102664,0.909042274
17-01-2023,6,Bridal Gown,11,1304.899494,2.26659693,1,1,,,68.72102664,0.909042274
17-01-2023,7,Traditional Ethnic Dress,12,1304.899494,2.26659693,1,1,,,68.72102664,0.909042274
17-01-2023,8,Maternity Nursing Dress,26,1304.899494,2.26659693,1,1,,,68.72102664,0.909042274
17-01-2023,9,Sporty Athleisure Dress,14,1304.899494,2.26659693,1,1,,,68.72102664,0.909042274
17-01-2023,10,Customizable Dress,26,1304.899494,2.26659693,1,1,,,68.72102664,0.909042274
18-01-2023,1,Floral Sundress,26,1559.715105,1.858307611,1,1,,,80.69811576,0.911523307
18-01-2023,2,Evening Gown,26,1559.715105,1.858307611,1,1,,,80.69811576,0.911523307
18-01-2023,3,Business Casual Dress,11,1559.715105,1.858307611,1,1,,,80.69811576,0.911523307
18-01-2023,4,Sequin Party Dress,11,1559.715105,1.858307611,1,1,,,80.69811576,0.911523307
18-01-2023,5,Summer Maxi Dress,14,1559.715105,1.858307611,1,1,,,80.69811576,0.911523307
18-01-2023,6,Bridal Gown,10,1559.715105,1.858307611,1,1,,,80.69811576,0.911523307
18-01-2023,7,Traditional Ethnic Dress,10,1559.715105,1.858307611,1,1,,,80.69811576,0.911523307
18-01-2023,8,Maternity Nursing Dress,28,1559.715105,1.858307611,1,1,,,80.69811576,0.911523307
18-01-2023,9,Sporty Athleisure Dress,11,1559.715105,1.858307611,1,1,,,80.69811576,0.911523307
18-01-2023,10,Customizable Dress,21,1559.715105,1.858307611,1,1,,,80.69811576,0.911523307
19-01-2023,1,Floral Sundress,15,1263.948314,2.458355248,1,1,,,78.21570783,0.462503265
19-01-2023,2,Evening Gown,13,1263.948314,2.458355248,1,1,,,78.21570783,0.462503265
19-01-2023,3,Business Casual Dress,20,1263.948314,2.458355248,1,1,,,78.21570783,0.462503265
19-01-2023,4,Sequin Party Dress,26,1263.948314,2.458355248,1,1,,,78.21570783,0.462503265
19-01-2023,5,Summer Maxi Dress,15,1263.948314,2.458355248,1,1,,,78.21570783,0.462503265
19-01-2023,6,Bridal Gown,14,1263.948314,2.458355248,1,1,,,78.21570783,0.462503265
19-01-2023,7,Traditional Ethnic Dress,29,1263.948314,2.458355248,1,1,,,78.21570783,0.462503265
19-01-2023,8,Maternity Nursing Dress,11,1263.948314,2.458355248,1,1,,,78.21570783,0.462503265
19-01-2023,9,Sporty Athleisure Dress,15,1263.948314,2.458355248,1,1,,,78.21570783,0.462503265
19-01-2023,10,Customizable Dress,20,1263.948314,2.458355248,1,1,,,78.21570783,0.462503265
20-01-2023,1,Floral Sundress,25,1394.18233,1.680772981,0,1,,,52.26435549,0.726685172
20-01-2023,2,Evening Gown,25,1394.18233,1.680772981,0,1,,,52.26435549,0.726685172
20-01-2023,3,Business Casual Dress,10,1394.18233,1.680772981,0,1,,,52.26435549,0.726685172
20-01-2023,4,Sequin Party Dress,18,1394.18233,1.680772981,0,1,,,52.26435549,0.726685172
20-01-2023,5,Summer Maxi Dress,15,1394.18233,1.680772981,0,1,,,52.26435549,0.726685172
20-01-2023,6,Bridal Gown,25,1394.18233,1.680772981,0,1,,,52.26435549,0.726685172
20-01-2023,7,Traditional Ethnic Dress,12,1394.18233,1.680772981,0,1,,,52.26435549,0.726685172
20-01-2023,8,Maternity Nursing Dress,29,1394.18233,1.680772981,0,1,,,52.26435549,0.726685172
20-01-2023,9,Sporty Athleisure Dress,13,1394.18233,1.680772981,0,1,,,52.26435549,0.726685172
20-01-2023,10,Customizable Dress,28,1394.18233,1.680772981,0,1,,,52.26435549,0.726685172
21-01-2023,1,Floral Sundress,12,1852.866536,3.449144218,0,0,,,80.6615866,0.646899509
21-01-2023,2,Evening Gown,28,1852.866536,3.449144218,0,0,,,80.6615866,0.646899509
21-01-2023,3,Business Casual Dress,29,1852.866536,3.449144218,0,0,,,80.6615866,0.646899509
21-01-2023,4,Sequin Party Dress,16,1852.866536,3.449144218,0,0,,,80.6615866,0.646899509
21-01-2023,5,Summer Maxi Dress,29,1852.866536,3.449144218,0,0,,,80.6615866,0.646899509
21-01-2023,6,Bridal Gown,18,1852.866536,3.449144218,0,0,,,80.6615866,0.646899509
21-01-2023,7,Traditional Ethnic Dress,10,1852.866536,3.449144218,0,0,,,80.6615866,0.646899509
21-01-2023,8,Maternity Nursing Dress,17,1852.866536,3.449144218,0,0,,,80.6615866,0.646899509
21-01-2023,9,Sporty Athleisure Dress,16,1852.866536,3.449144218,0,0,,,80.6615866,0.646899509
21-01-2023,10,Customizable Dress,27,1852.866536,3.449144218,0,0,,,80.6615866,0.646899509
22-01-2023,1,Floral Sundress,17,1008.848898,3.760668204,1,0,,,68.99489728,0.767110421
22-01-2023,2,Evening Gown,10,1008.848898,3.760668204,1,0,,,68.99489728,0.767110421
22-01-2023,3,Business Casual Dress,20,1008.848898,3.760668204,1,0,,,68.99489728,0.767110421
22-01-2023,4,Sequin Party Dress,27,1008.848898,3.760668204,1,0,,,68.99489728,0.767110421
22-01-2023,5,Summer Maxi Dress,19,1008.848898,3.760668204,1,0,,,68.99489728,0.767110421
22-01-2023,6,Bridal Gown,12,1008.848898,3.760668204,1,0,,,68.99489728,0.767110421
22-01-2023,7,Traditional Ethnic Dress,16,1008.848898,3.760668204,1,0,,,68.99489728,0.767110421
22-01-2023,8,Maternity Nursing Dress,25,1008.848898,3.760668204,1,0,,,68.99489728,0.767110421
22-01-2023,9,Sporty Athleisure Dress,25,1008.848898,3.760668204,1,0,,,68.99489728,0.767110421
22-01-2023,10,Customizable Dress,29,1008.848898,3.760668204,1,0,,,68.99489728,0.767110421
23-01-2023,1,Floral Sundress,26,1120.087338,4.670847245,0,0,,,68.00494504,0.504884052
23-01-2023,2,Evening Gown,11,1120.087338,4.670847245,0,0,,,68.00494504,0.504884052
23-01-2023,3,Business Casual Dress,10,1120.087338,4.670847245,0,0,,,68.00494504,0.504884052
23-01-2023,4,Sequin Party Dress,25,1120.087338,4.670847245,0,0,,,68.00494504,0.504884052
23-01-2023,5,Summer Maxi Dress,21,1120.087338,4.670847245,0,0,,,68.00494504,0.504884052
23-01-2023,6,Bridal Gown,14,1120.087338,4.670847245,0,0,,,68.00494504,0.504884052
23-01-2023,7,Traditional Ethnic Dress,14,1120.087338,4.670847245,0,0,,,68.00494504,0.504884052
23-01-2023,8,Maternity Nursing Dress,18,1120.087338,4.670847245,0,0,,,68.00494504,0.504884052
23-01-2023,9,Sporty Athleisure Dress,18,1120.087338,4.670847245,0,0,,,68.00494504,0.504884052
23-01-2023,10,Customizable Dress,12,1120.087338,4.670847245,0,0,,,68.00494504,0.504884052
24-01-2023,1,Floral Sundress,28,1986.400274,1.230696786,1,0,,,82.00045537,0.448779791
24-01-2023,2,Evening Gown,25,1986.400274,1.230696786,1,0,,,82.00045537,0.448779791
24-01-2023,3,Business Casual Dress,25,1986.400274,1.230696786,1,0,,,82.00045537,0.448779791
24-01-2023,4,Sequin Party Dress,12,1986.400274,1.230696786,1,0,,,82.00045537,0.448779791
24-01-2023,5,Summer Maxi Dress,29,1986.400274,1.230696786,1,0,,,82.00045537,0.448779791
24-01-2023,6,Bridal Gown,10,1986.400274,1.230696786,1,0,,,82.00045537,0.448779791
24-01-2023,7,Traditional Ethnic Dress,29,1986.400274,1.230696786,1,0,,,82.00045537,0.448779791
24-01-2023,8,Maternity Nursing Dress,20,1986.400274,1.230696786,1,0,,,82.00045537,0.448779791
24-01-2023,9,Sporty Athleisure Dress,26,1986.400274,1.230696786,1,0,,,82.00045537,0.448779791
24-01-2023,10,Customizable Dress,17,1986.400274,1.230696786,1,0,,,82.00045537,0.448779791
25-01-2023,1,Floral Sundress,13,1859.885224,1.55738069,0,0,,,84.09961444,0.191511604
25-01-2023,2,Evening Gown,15,1859.885224,1.55738069,0,0,,,84.09961444,0.191511604
25-01-2023,3,Business Casual Dress,17,1859.885224,1.55738069,0,0,,,84.09961444,0.191511604
25-01-2023,4,Sequin Party Dress,29,1859.885224,1.55738069,0,0,,,84.09961444,0.191511604
25-01-2023,5,Summer Maxi Dress,12,1859.885224,1.55738069,0,0,,,84.09961444,0.191511604
25-01-2023,6,Bridal Gown,25,1859.885224,1.55738069,0,0,,,84.09961444,0.191511604
25-01-2023,7,Traditional Ethnic Dress,12,1859.885224,1.55738069,0,0,,,84.09961444,0.191511604
25-01-2023,8,Maternity Nursing Dress,27,1859.885224,1.55738069,0,0,,,84.09961444,0.191511604
25-01-2023,9,Sporty Athleisure Dress,23,1859.885224,1.55738069,0,0,,,84.09961444,0.191511604
25-01-2023,10,Customizable Dress,27,1859.885224,1.55738069,0,0,,,84.09961444,0.191511604
26-01-2023,1,Floral Sundress,11,1919.787607,2.605813178,1,0,,,81.50777416,0.560863071
26-01-2023,2,Evening Gown,12,1919.787607,2.605813178,1,0,,,81.50777416,0.560863071
26-01-2023,3,Business Casual Dress,25,1919.787607,2.605813178,1,0,,,81.50777416,0.560863071
26-01-2023,4,Sequin Party Dress,18,1919.787607,2.605813178,1,0,,,81.50777416,0.560863071
26-01-2023,5,Summer Maxi Dress,13,1919.787607,2.605813178,1,0,,,81.50777416,0.560863071
26-01-2023,6,Bridal Gown,10,1919.787607,2.605813178,1,0,,,81.50777416,0.560863071
26-01-2023,7,Traditional Ethnic Dress,13,1919.787607,2.605813178,1,0,,,81.50777416,0.560863071
26-01-2023,8,Maternity Nursing Dress,10,1919.787607,2.605813178,1,0,,,81.50777416,0.560863071
26-01-2023,9,Sporty Athleisure Dress,23,1919.787607,2.605813178,1,0,,,81.50777416,0.560863071
26-01-2023,10,Customizable Dress,25,1919.787607,2.605813178,1,0,,,81.50777416,0.560863071
27-01-2023,1,Floral Sundress,29,1859.694082,1.408643493,0,0,,,69.74421626,0.109740789
27-01-2023,2,Evening Gown,17,1859.694082,1.408643493,0,0,,,69.74421626,0.109740789
27-01-2023,3,Business Casual Dress,16,1859.694082,1.408643493,0,0,,,69.74421626,0.109740789
27-01-2023,4,Sequin Party Dress,12,1859.694082,1.408643493,0,0,,,69.74421626,0.109740789
27-01-2023,5,Summer Maxi Dress,26,1859.694082,1.408643493,0,0,,,69.74421626,0.109740789
27-01-2023,6,Bridal Gown,10,1859.694082,1.408643493,0,0,,,69.74421626,0.109740789
27-01-2023,7,Traditional Ethnic Dress,25,1859.694082,1.408643493,0,0,,,69.74421626,0.109740789
27-01-2023,8,Maternity Nursing Dress,21,1859.694082,1.408643493,0,0,,,69.74421626,0.109740789
27-01-2023,9,Sporty Athleisure Dress,28,1859.694082,1.408643493,0,0,,,69.74421626,0.109740789
27-01-2023,10,Customizable Dress,23,1859.694082,1.408643493,0,0,,,69.74421626,0.109740789
28-01-2023,1,Floral Sundress,15,1511.155791,2.381667192,0,1,,,71.97697984,0.217841345
